Title,Title in English,Rating (IMDb),Country,Film Time,Description
Кремниевая долина / Силиконовая долина ,Silicon Valley,8.5,США,28 мин.,"Главный герой сериала Ричард Хендрикс, который является крайне одаренным программистом и работает в одной из крупнейших интернет компаний, трудится над созданием своего собственного музыкального сайта. Ему удается создать технологию сжатия музыки без потерь, не имеющую конкурентов. Хендриксу поступает сразу же несколько заманчивых предложений от миллионеров из Силиконовой долины: один из них предлагает купить права на продукт за 10 миллионов долларов, а второй вложить в развитие сайта 200 тысяч. Ричард выбирает второе предложение, и таким образом становится главой многообещающего стартапа, над которым он будет работать с еще несколькими программистами. Вот только есть одна проблемка – парни хорошие программисты, но совершенно ничего не понимают в бизнесе… "
